Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Pakistani Style Aloo Tikki (Fried Potato Patty),sides,"['5 small potatoes', 'Salt to taste', '½ teaspoon red chili powder', '2 tablespoon cilantro roughly chopped', ""1 bird's eye green chili roughly chopped"", '½ small red onion roughly chopped', '1 egg beaten', '¼ cup neutral oil canola/vegetable oil']","['Boil potatoes until soft. Briefly run the potatoes under cold water and peel them. Set aside.', ""Toss chopped cilantro, green chili and red onion into a food processor and pulse until finely chopped. If you don't have a food processor, you can finely slice them as well."", 'Mash potatoes to an even consistency.', 'Add salt, red chili powder and chopped ingredients into the mashed potato mixture. Stir until well-mixed.', 'Take fistfuls of the potato mixture (roughly 3 tablespoon worth) and flatten them into patties. Place them in the fridge for 10 to 15 minutes so they can hold shape while frying.', 'Heat oil in a non-stick pan or skillet on medium heat. When the oil begins to shimmer, brush the patties with a beaten egg and gently place on pan. Fry each patty roughly 2 minutes per side until golden brown. Drain on paper towel and serve.']",N/A,N/A,N/A,6
Nur's Borani Banjan (Eggplant with Yogurt),sides,"['2 cups full-fat yogurt preferably ¼ of it will be sour yogurt', '1 ½ teaspoon crushed garlic', '¾ cup neutral oil canola/sunflower/vegetable', '3 eggplant sliced crosswise', '3 red onion sliced in half rings', '4 roma tomatoes sliced crosswise', ""5 green chilies, preferably bird's eye chili  thinly diced"", '1 teaspoon salt (or to taste)', '1 teaspoon turmeric powder', '½ teaspoon red chili powder, preferably Kashmiri red chili powder', '1 tablespoon pomegranate seeds (optional)', '1 teaspoon dried mint (optional)', '½ teaspoon red chili flakes (optional)']","['Transfer yogurt to a flat serving dish and lightly whisk until it has an even consistency. Stir in 1 teaspoon of crushed garlic. Set aside.', 'In a non-stick skillet, heat ½ cup of oil. When hot, lower heat to medium and fry the sliced eggplant until medium brown, roughly 1 - 2 minutes each side. Lower heat and add oil as needed. Once fried, pat fried eggplant with paper towels to absorb excess oil. Set aside.', 'In a large non-stick saucepan, heat ¼ cup of oil. Add sliced onions and fry on low heat until translucent, about 7 – 10 minutes. Add remaining ½ teaspoon of crushed garlic and fry for a few seconds until fragrant.', 'Add tomatoes, green chilies, salt, turmeric and red chili powder. Stir on medium heat until the tomatoes soften. Cover the saucepan and let it simmer on medium-low heat for 5 minutes.', 'When the tomatoes release some water, add eggplant. Dial heat to very low, cover, and let it steam for 10 minutes.', 'When ready, remove the saucepan from the stove. Layer the eggplant on top of the yogurt and top with the tomato-onion curry. Garnish with dried mint, red chili flakes and pomegranate seeds.']",10 minutes,50 minutes,1 hour,6
Punjabi Style Chole (Curried Chickpeas),sides,"['4 tablespoon oil canola/sunflower/vegetable', '4 cloves garlic crushed', '30 oz canned chickpeas', '2 teaspoon cumin powder', '2 teaspoon coriander powder', '1 teaspoon red chili powder preferably Kashmiri', '3 roma tomatoes crushed', 'Roughly 1-inch tamarind optional', '½ teaspoon black pepper', 'Salt to taste', '1 medium yellow onion crushed', '1 green chili', '½ teaspoon garam masala powder', '2 tablespoon yogurt']","['Heat oil in a saucepan and brown crushed onion on low heat for about 10 minutes. Set aside.', 'Heat oil in a heavy, non-stick saucepan. On low heat, fry garlic for about 30 seconds.', 'When it changes color slightly, add coriander, cumin, and red chili powder.\xa0Stir for a few seconds. Add splash of water to deglaze the pan.', 'Add crushed tomatoes. Bring to a simmer, and stir till the sauce thickens, roughly 3 minutes.', 'Add chickpeas, salt and black pepper. Stir and coat with the spicy tomato mixture for 5 minutes.', 'Meanwhile, add tamarind to 5 cups of warm water. Dissolve tamarind into water with your fingers. Remove seed, and add tamarind-infused water to the saucepan.', ""Bring the masala to a simmer, cover with lid, and lower heat. Let chickpeas cook for 45 minutes to 1 hour, stirring occasionally to make sure the chickpeas don't stick to the pan. Add water as needed.\xa0The longer they cook, the more they will absorb the spices."", 'After 1 hour, remove cover. Check for salt and spice. Adjust as needed.', 'Add crushed onions and green chili. Stir for 5-7 minutes.', 'Add yogurt and garam masala powder. Stir and remove from heat.']",5 minutes,1 hour,1 hour,4
Ami's Shami Kebab,sides,"['1 lb boneless beef chuck trimmed and roughly diced', '⅓ cup yellow split peas soaked overnight', '4 garlic cloves peeled and thinly sliced', '1 inch ginger knob peeled and finely diced', '1 red onion roughly chopped, plus ½ red onion, finely diced', '2 inch cinnamon stick', '2 black cardamom pods', '5 dried round whole red peppers available at Indian/Pakistani specialty stores', '1 teaspoon kosher salt', '1 slice white bread wet lightly under a splash of water', '1 egg beaten', '½ teaspoon garam masala powder', '1 tablespoon cilantro finely diced', '1 green chili finely diced']","['In a large stock pot, add all ingredients up until the white bread (with the exception of ½ finely diced red onion) and 4 cups of water, and bring to a boil. Drop heat to a simmer and cook until the water disappears and the lentils are fall-apart soft, about 45 minutes.', 'Meanwhile, in a large bowl, fold the bread into the beaten egg. Add garam masala powder, diced cilantro, chili, and red onion. Set aside.', 'Once the meat and lentils are ready, remove the cardamom and cinnamon with a slotted spoon. Place the mixture in a food processor and mince till it has an even consistency and you cannot tell the lentils and meat apart.', 'Add minced meat to the bread-egg mixture. Mix well until an even consistency is achieved.', 'Take small fistfuls of the mixture and flatten them into slim patties.', ""Heat oil in a shallow nonstick frying pan. Place patties in pan and fry each side till it's a deep brown. Transfer to a plate lined with a paper towel to absorb excess oil.""]",N/A,N/A,N/A,6
Erum's Gawar Sabzi (Green Beans with Potatoes),sides,"['¼ cup neutral oil  canola/sunflower/vegetable', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon cumin seeds', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', 'Salt to taste', '½ teaspoon red chili powder preferably Kashmiri red chili powder', '½ teaspoon turmeric powder', '2 roma tomatoes diced', '12 ounce gawar or any variety of green beans sliced crosswise, roughly 1-inch thick', '2 large potatoes peeled and diced']","['Heat oil in a saucepan and add cumin seeds. Fry until aromatic.', 'Add onions and sauté on medium heat for 5 to 7 minutes until soft and translucent.', 'Lower heat and add crushed ginger and garlic. Fry for 30 seconds or until fragrant.', 'Add diced tomatoes, salt and ground spices (turmeric and red chili powder). Increase heat to high and fry until the tomatoes soften, about 5-7 minutes.', 'Add chopped green beans and mix well.', 'Add the diced potatoes and continue to sauté on high heat for 5-7 minutes.', 'Lower heat to medium, cover the pan with a tight fitting lid and let the potatoes steam until ready.', 'Remove from heat. Serve with roti or daal chawal.']",15 minutes,30 minutes,45 minutes,4
Asghar's Lobia Chawal (Red Beans with Rice),sides,"['2 cups basmati rice', '1 cup red beans rinsed and soaked overnight', 'Salt to taste I put in about 2 tbsp', '1 tablespoon cumin seeds']","['Bring a large pot of water, about 5 quarts, to a boil.', 'Add red beans, cover pot with lid, and let it simmer for roughly 2 hours or till beans are soft.', 'While beans are cooking, wash basmati rice well, and let them soak in water.', 'About an hour in, add salt and cumin seeds to the beans. Keep an eye on the water to make sure you have enough leftover for the rice. If you are running low, add hot water as needed. I added about 3 cups worth.', ""Once the beans are cooked through, check for salt, and add more if needed. Again, check if you have enough water leftover to boil the rice. If you don't, add hot water now."", 'Remove from heat, and let it cool for about 20 minutes.', 'After it has cooled down, bring the water back to boil, and add rice.', 'Cover the pot with a tight-fitting lid, and let rice and beans simmer on medium heat till the rice has absorbed the water, about 8-10 minutes.', 'Tightly wrap the lid with a cloth, and place securely back on the pot. Dial heat to the lowest point, and let rice steam undisturbed for 12 minutes.\xa0Remove from heat.', 'Place rice on platter and fluff with a fork, taking care not to smash the beans.']",N/A,N/A,N/A,6
Palak Pakoray (Spinach Fritters),sides,"['2 cups besan/gram flour (can be found in South Asian grocery stores)', '1 cup water', 'Salt to taste', '2 teaspoon coriander seeds roasted and ground', '2 teaspoon red chilli flakes', '¼ teaspoon baking soda', '1 bunch spinach leaves trimmed and halved', '½ cup canola/sunflower/vegetable oil + more as needed']","[""Place the besan in a large bowl and add salt, ground coriander seeds, chili flakes and baking soda. Slowly pour in the water, whisking it in till the mixture is consistent (it shouldn't be watery or too thick)."", ""Heat a small saucepan (I used a 2 qt. saucepan) and add about ½ cup of oil or more if you'd like. Bring heat up to medium. Once the oil begins to simmer, begin to fry in small batches. Cover the spinach leaves with the flour batter and carefully drop the dredged spinach leaves on to the pan. Make sure their shape stays intact and don't overcrowd the pan. If the pakoras don't float up immediately, let the oil heat up a little more."", 'Fry each side till it becomes a medium brown. Flip. The timing will vary based on the heat of the pan. Bring the heat down to low if the pan begins to overheat and pakoras begin to burn easily', 'Transfer fried pakoras on paper towels to absorb excess oil.']",5 minutes,35 minutes,N/A,4
Mommy's Dahi Baingan (Eggplant with Yogurt),sides,"['½ cup oil canola/vegetable/sunflower', '14 oz eggplant  thinly sliced crosswise', '4 cups full-fat yogurt', '1 teaspoon salt or to taste', '¼ teaspoon red chili pepper']","[""Heat a non-stick frying pan. Add oil. Once it begins to shimmer, add slices of eggplant in batches. Make sure you don't overcrowd the pan."", ""Fry each side on medium-low heat until it's golden brown. The exact time will depend on your pan. I was using a non-stick pan, and each side was taking about 2 minutes."", 'Place fried eggplant on paper towel to absorb excess oil.', 'Meanwhile, get the yogurt ready. Whip the yogurt until it has an even consistency. Add salt to taste.', 'Gently fold the fried eggplant into the yogurt. Dust with red chili powder.']",5 minutes,30 minutes,35 minutes,4
Nevine's Bagara Baingan (Eggplant with Tempering),sides,"['1- inch tamarind pulp', '¾ cup hot water', '4 tablespoon canola/sunflower/vegetable oil', '½ medium red onion sliced in half rings', '1 ½ teaspoon ginger paste', '1 ½ teaspoon garlic paste', '3 baby eggplants thinly sliced crosswise', 'Salt to taste', '12 oz full-fat yogurt slightly whipped', '1 teaspoon birista thinly sliced dried onion (optional)', 'Handful of roughly chopped cilantro for garnish optional']","['Place tamarind pulp in a bowl, and add roughly 1 cup hot water (see notes). Squeeze the tamarind to soften it and make it paste-like. Remove seeds. Set the tamarind water aside.', 'Heat 1 tablespoon of oil in a small sauce pan. Add the ½ sliced red onion and brown on medium heat till soft.', ""Add the spices listed under masala paste and roast them on low heat till they change color and become fragrant (about 10 minutes). Make sure they don't burn. Once done, grind the onion and spices in a food processor or spice grinder to create a smooth paste. Set aside."", 'Heat 1 tablespoon of oil in a medium-sized sauce pan. Add remainder of the chopped onion. Turn up heat and fry till soft and translucent. Add ginger and garlic paste and fry for a few seconds. Add splash of water to deglaze the pan as needed.', 'Add the ground masala paste and fry till aromatic.', 'Lower heat, and layer the sliced eggplant on top of the onion and paste.', 'Slowly strain the tamarind water into the pan while squeezing the tamarind to infuse it with more flavor.', 'Add salt.', 'Turn up the heat to bring the tamarind water to a boil. Once it begins to simmer, lower heat to medium and cover the pan with a tight lid. Turn heat off when the eggplant softens (about 10-15 minutes).', 'Layer the eggplant onto a serving dish. Drizzle with whipped yogurt. Top with birista.', 'For the tadka, 2 tablespoon oil. Add kadi patta (curry leaves), dried red chilies, cumin seeds and mustard seeds in quick succession as they change color. Remove from heat.', 'Pour the tadka (with oil) over the eggplant. Add cilantro for garnish.']",15 minutes,45 minutes,1 hour,4
Kaali Daal (Black Lentils),sides,"['1 cup black lentils rinsed (they are sometimes called green lentils in American stores)', '1 teaspoon salt or to taste', '¼ medium-sized yellow onion thinly sliced in half rings', '½ teaspoon black pepper or to taste', '2 teaspoon red chili powder (preferably Kashmiri red chili powder)', '½ teaspoon turmeric powder']","['Add the lentils to a medium-sized sauce pan, add 5 cups water and bring to a boil.', 'Once the water has come to a boil, add ½ of the onion, turmeric, red chili powder, salt and pepper.', 'Give the daal a quick stir, cover it with a lid and let it cook undisturbed for 35-40 minutes, until soft.', 'About 20 minutes in, start getting the tadka (tempering) ready. Heat oil in a frying pan. Once it begins to shimmer, add the remaining chopped onion. Fry on high heat until it starts to brown. Add the garlic and fry until it slightly changes color. Add cumin seeds and stir until fragrant (while keeping an eye on the onions and garlic, making sure they don’t burn). Add chilies and fry for a few seconds. Remove from heat.', ""Once the tadka is ready, check your daal to see if it's done. If the lentils are soft, remove from stove and place daal in serving dish. Pour the tadka (including the oil) over it."", 'Serve with rice and achaar (pickles).']",10 minutes,50 minutes,1 hour,4
Pakistani Style Spicy Deep-Fried Shrimp,snacks,"['1 pound ~500 grams jumbo shrimp or prawn  peeled, deveined and thawed']","['In a large bowl, add the beaten egg and all marinade ingredients (cilantro, chili, ginger, garlic, salt, red chili powder and lemon juice). Mix until well-blended.', 'Add shrimp/prawn to the marinade, and coat well. Set aside.', 'In another large bowl, get the batter ready. Add 1 cup flour, baking soda, white pepper and salt. Mix well. Add water gradually, mixing it with a fork until well-blended. It’s okay if the mixture is a bit stiff.', 'Drain the egg marinade into the batter mixture, leaving the shrimp/prawn behind.', 'Beat the egg marinade into the flour batter with a fork until smooth. Make sure there are no lumps.', 'Now get your frying station ready. In a separate plate or bowl, pour ½ all purpose flour to coat the shrimp/prawn, and place it right besides the stove. In a small saucepan, heat oil.', 'Dip the shrimp/prawn into the batter, and then coat it really well with the dry flour. Spoon the flour over it if you have to, and add more as needed.', 'Once the oil is hot, gradually lower the battered shrimp into saucepan, and fry each side for roughly 1 ½ minute until crispy. Once the oil is piping hot, you can gradually lower the heat as you make your way to the rest of the shrimp/prawn.', 'Line a serving plate or bowl with a paper towel. Once done, place the prepared shrimp/prawn on it to drain.', 'Serve hot with a dipping sauce of your choice.']",10 minutes,30 minutes,40 minutes,8
Chana Chaat with Tamarind Chutney,snacks,"['8 ounce or 226 grams tamarind with seeds', '½ teaspoon salt', '1 teaspoon cumin powder', '2 teaspoon cayenne pepper', '1 cup sugar']","['To prepare the chutney, place tamarind in a large heatproof bowl and pour roughly 3 to 3 ½ cups of hot water. Let the water come to room temperature, and squeeze the tamarind pulp with your hands, removing the seeds as you go along. Once you have removed all the seeds, strain the tamarind juice.', 'Place the tamarind juice, salt, cumin powder, cayenne pepper and 1 cup sugar in a saucepan. Bring to simmer, and let it cook for 45 minutes to 1 hour until you get the desired consistency. Remove from heat and place in airtight jar.', 'To get started on the chaat, drain canned chickpeas and place in large bowl. Add diced potato, onion, and tomato. Add salt, chaat masala and 4 tablespoon of tamarind chutney. Mix well. Add finely diced cilantro and mix again. Dust with remaining chaat masala.']",10 minutes,5 minutes,15 minutes,4
Kurkuri Bhindi (Crispy Okra),snacks,"['2 lbs. okra', '1-2 cups  neutral oil  (canola/sunflower/vegetable)', '¾ teaspoon coriander powder or to taste', '¾ teaspoon salt or to taste', 'Juice of 1 lemon']","['Thinly slice each okra length wise in 4-6 parts. Spoon out the seeds where you can.', 'Heat a non-stick wok, saucepan or skillet. Add oil until it’s 2-3 inches deep. Let it heat for a few seconds. To check if the oil is ready, drop an okra to see if it rises.', ""Bring heat to medium-low and fry the okra in batches. Don’t overcrowd the pan. Fry until it browns slightly and becomes a deeper forest green. Make sure it doesn't burn."", 'Drain on a paper towel. Season with salt and coriander powder, and gently mix well.', 'Top with lemon juice right before serving.']",N/A,1 hour,N/A,4
Zeera Biscuits (Cumin Biscuits),snacks,"['100 grams or 3 ½ oz a little less than 1 stick unsalted butter', '3 tablespoon sugar', '1 egg beaten', '1 teaspoon cumin seeds lightly roasted', '1 ¼ cup all-purpose flour', '½ teaspoon baking powder', 'Salt to taste']","['Whisk butter and sugar in a large bowl with an electric beater or stand mixer on high speed until fluffy (about 5-7 minutes).', 'Add beaten egg and briefly whisk until well-mixed.', 'Pour in dry ingredients (cumin seeds, flour, baking powder and salt),  and mix well with hand to form dough.', 'Rest in fridge for 40 minutes.', 'Pre-heat oven to 350°F.', 'Line baking sheet with parchment paper.', 'Take dough and place on a well-floured surface. With a rolling pin, roll out dough until about ⅕-inch thin. Dust with flour if dough is too sticky.', 'Once flat, cut biscuits with a round cutter (I just used a jar lid) and move to baking sheet.', 'Place on center rack in oven and bake for 15 minutes.', 'Remove from oven and let it cool on wire rack before serving with tea.']",1 hour,15 minutes,1 hour,16
Pakistani Style 30-minute Ground Beef Kebabs,snacks,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15 minutes,15 minutes,30 minutes,4
Kashmiri Style Fried Pumpkin Flower,snacks,"['16 squash blossoms washed and drained', 'Pinch of salt or to taste', '¼ teaspoon red chilli powder', '2 tablespoon rice flour', '2 cups canola sunflower or vegetable oil (can be reused)']","['Add 4 tablespoon of water in a bowl. Add salt, red chili powder and rice flour. Mix well to make a paste.', ""Heat the oil in a small saucepan. To check if it's ready, drop a pinch of flour paste. If it rises, it's ready. Once hot, bring heat to medium-low."", 'Dip each blossom in the paste and then with a slotted spoon, carefully place in pan to fry.', 'Fry each blossom till crispy brown, about 1 ½ - 2 minutes per blossom.', 'Transfer blossoms to a paper towel to absorb excess oil.']",5 minutes,10 minutes,N/A,2
Pakistani Style Aloo Tikki (Fried Potato Patty),snacks,"['5 small potatoes', 'Salt to taste', '½ teaspoon red chili powder', '2 tablespoon cilantro roughly chopped', ""1 bird's eye green chili roughly chopped"", '½ small red onion roughly chopped', '1 egg beaten', '¼ cup neutral oil canola/vegetable oil']","['Boil potatoes until soft. Briefly run the potatoes under cold water and peel them. Set aside.', ""Toss chopped cilantro, green chili and red onion into a food processor and pulse until finely chopped. If you don't have a food processor, you can finely slice them as well."", 'Mash potatoes to an even consistency.', 'Add salt, red chili powder and chopped ingredients into the mashed potato mixture. Stir until well-mixed.', 'Take fistfuls of the potato mixture (roughly 3 tablespoon worth) and flatten them into patties. Place them in the fridge for 10 to 15 minutes so they can hold shape while frying.', 'Heat oil in a non-stick pan or skillet on medium heat. When the oil begins to shimmer, brush the patties with a beaten egg and gently place on pan. Fry each patty roughly 2 minutes per side until golden brown. Drain on paper towel and serve.']",N/A,N/A,N/A,6
Fruit Chaat (Fruit salad),snacks,"['2 Honeycrisp apples diced in roughly 1-inch pieces', '6 guavas diced in roughly 1-inch pieces', 'Seeds of 2 pomegranates', '2 bananas sliced crosswise, roughly 1-inch thick', 'Juice of one orange', '1 – 2 tablespoon of fine sugar', 'Salt and pepper to taste use with restraint since chaat masala is already salty', '1 ½ teaspoon of chaat masala']","['Throw chopped fruit in a large bowl. Season with salt, pepper and chaat masala. Stir, taste, adjust.', 'Squeeze the juice of the orange on the salad, and stir to coat.', 'Sprinkle sugar, and stir to coat again.', 'Taste, and adjust.']",N/A,N/A,N/A,6
Ami's Shami Kebab,snacks,"['1 lb boneless beef chuck trimmed and roughly diced', '⅓ cup yellow split peas soaked overnight', '4 garlic cloves peeled and thinly sliced', '1 inch ginger knob peeled and finely diced', '1 red onion roughly chopped, plus ½ red onion, finely diced', '2 inch cinnamon stick', '2 black cardamom pods', '5 dried round whole red peppers available at Indian/Pakistani specialty stores', '1 teaspoon kosher salt', '1 slice white bread wet lightly under a splash of water', '1 egg beaten', '½ teaspoon garam masala powder', '1 tablespoon cilantro finely diced', '1 green chili finely diced']","['In a large stock pot, add all ingredients up until the white bread (with the exception of ½ finely diced red onion) and 4 cups of water, and bring to a boil. Drop heat to a simmer and cook until the water disappears and the lentils are fall-apart soft, about 45 minutes.', 'Meanwhile, in a large bowl, fold the bread into the beaten egg. Add garam masala powder, diced cilantro, chili, and red onion. Set aside.', 'Once the meat and lentils are ready, remove the cardamom and cinnamon with a slotted spoon. Place the mixture in a food processor and mince till it has an even consistency and you cannot tell the lentils and meat apart.', 'Add minced meat to the bread-egg mixture. Mix well until an even consistency is achieved.', 'Take small fistfuls of the mixture and flatten them into slim patties.', ""Heat oil in a shallow nonstick frying pan. Place patties in pan and fry each side till it's a deep brown. Transfer to a plate lined with a paper towel to absorb excess oil.""]",N/A,N/A,N/A,6
Palak Pakoray (Spinach Fritters),snacks,"['2 cups besan/gram flour (can be found in South Asian grocery stores)', '1 cup water', 'Salt to taste', '2 teaspoon coriander seeds roasted and ground', '2 teaspoon red chilli flakes', '¼ teaspoon baking soda', '1 bunch spinach leaves trimmed and halved', '½ cup canola/sunflower/vegetable oil + more as needed']","[""Place the besan in a large bowl and add salt, ground coriander seeds, chili flakes and baking soda. Slowly pour in the water, whisking it in till the mixture is consistent (it shouldn't be watery or too thick)."", ""Heat a small saucepan (I used a 2 qt. saucepan) and add about ½ cup of oil or more if you'd like. Bring heat up to medium. Once the oil begins to simmer, begin to fry in small batches. Cover the spinach leaves with the flour batter and carefully drop the dredged spinach leaves on to the pan. Make sure their shape stays intact and don't overcrowd the pan. If the pakoras don't float up immediately, let the oil heat up a little more."", 'Fry each side till it becomes a medium brown. Flip. The timing will vary based on the heat of the pan. Bring the heat down to low if the pan begins to overheat and pakoras begin to burn easily', 'Transfer fried pakoras on paper towels to absorb excess oil.']",5 minutes,35 minutes,N/A,4
Zeera Biscuits (Cumin Biscuits),sweets,"['100 grams or 3 ½ oz a little less than 1 stick unsalted butter', '3 tablespoon sugar', '1 egg beaten', '1 teaspoon cumin seeds lightly roasted', '1 ¼ cup all-purpose flour', '½ teaspoon baking powder', 'Salt to taste']","['Whisk butter and sugar in a large bowl with an electric beater or stand mixer on high speed until fluffy (about 5-7 minutes).', 'Add beaten egg and briefly whisk until well-mixed.', 'Pour in dry ingredients (cumin seeds, flour, baking powder and salt),  and mix well with hand to form dough.', 'Rest in fridge for 40 minutes.', 'Pre-heat oven to 350°F.', 'Line baking sheet with parchment paper.', 'Take dough and place on a well-floured surface. With a rolling pin, roll out dough until about ⅕-inch thin. Dust with flour if dough is too sticky.', 'Once flat, cut biscuits with a round cutter (I just used a jar lid) and move to baking sheet.', 'Place on center rack in oven and bake for 15 minutes.', 'Remove from oven and let it cool on wire rack before serving with tea.']",1 hour,15 minutes,1 hour,16
Suji Ka Halwa (Semolina Pudding),sweets,"['½ cup ghee or oil', '6 pods of cardamom cracked', '1 cup suji  semolina flour, available in specialty Indian/Pakistani grocery stores', '1 cup granulated sugar', '2 tablespoon blanched almonds']","['In a saucepan, bring 4 cups of water to a boil. Add sugar and stir until it has dissolved. Remove from heat.', 'In a heavy bottomed saucepan, heat ghee or oil. Add cracked cardamom. Fry on low heat till fragrant for about a minute.', 'Add suji (semolina flour) and roast it on low heat for 8-10 minutes till it begins to puff up. Keep an eye on the color since the time will vary depending on the type of saucepan you are using and whether you are using ghee or neutral oil. Ghee has a higher smoke point so it will take a longer time to roast.', 'Once the suji has turned an even golden brown, turn the heat off and add sugar syrup. Turn heat back up and stir well for 5 minutes till the mixture thickens and you get a nice silky texture.', 'Add sliced almonds and stir till well-mixed. Remove from heat.']",5 minutes,25 minutes,30 minutes,N/A
Seviyan (Vermicelli Pudding),sweets,"['4 tablespoon canola oil or ghee', '6 cardamom pods', '1 packet of seviyan, approximately 150 gram (vermicelli noodles, available in specialty Indian/Pakistani grocery stores)', '2 liters whole milk', '¾ cup sugar']","['Heat oil in a large stockpot. Once it begins to shimmer, add cardamom pods and fry for about 30 seconds.', 'Add vermicelli. On medium heat, fry vermicelli till it browns slightly, approximately 2 – 2/1/2 minutes.', 'Lower heat, slowly add milk and then, bring to a boil. Add sugar and stir till it dissolves.', 'When the milk begins to bubble, lower heat and keep stirring till you get the desired texture, about 15 - 20 minutes. The milk should thicken and the sawaiyyan should retain some bite.', 'Place in serving bowl and let it cool at room temperature. Top with slivered almonds.']",N/A,20 minutes,20 minutes,8
Modern Shahi Tukray (Bread Pudding),sweets,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30 minutes,25 minutes,55 minutes,8
Kashmiri Style Kheer (Rice Pudding),sweets,"['½ cup basmati rice soaked overnight', '8 cups whole milk', '⅓ cup sugar', '¼ cup almonds slivered', '¼ cup desiccated coconut', '¼ teaspoon saffron crushed', '3 cardamom pods cracked']","['Break the soaked basmati rice with your hands.', 'Add milk and rice to a large pot. Bring to boil, about 3 minutes, and let it simmer on low heat for 40 minutes while stirring often.', 'Add sugar and keep stirring, about 5 minutes.', 'Add the remaining ingredients and let it simmer while stirring for another 8 – 10 minutes.', 'Place in serving bowl and top with slivered almonds for garnish. Let the kheer cool down to room temperature before putting it in the fridge. Serve cold.']",10 minutes,50 minutes,N/A,6
Fruit Chaat (Fruit salad),sweets,"['2 Honeycrisp apples diced in roughly 1-inch pieces', '6 guavas diced in roughly 1-inch pieces', 'Seeds of 2 pomegranates', '2 bananas sliced crosswise, roughly 1-inch thick', 'Juice of one orange', '1 – 2 tablespoon of fine sugar', 'Salt and pepper to taste use with restraint since chaat masala is already salty', '1 ½ teaspoon of chaat masala']","['Throw chopped fruit in a large bowl. Season with salt, pepper and chaat masala. Stir, taste, adjust.', 'Squeeze the juice of the orange on the salad, and stir to coat.', 'Sprinkle sugar, and stir to coat again.', 'Taste, and adjust.']",N/A,N/A,N/A,6
Modern Shahi Tukray (Bread Pudding),tea time,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30 minutes,25 minutes,55 minutes,8
