Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Pakistani Style Spicy Deep-Fried Shrimp,sides,"['1 pound ~500 grams jumbo shrimp or prawn  peeled, deveined and thawed']","['In a large bowl, add the beaten egg and all marinade ingredients (cilantro, chili, ginger, garlic, salt, red chili powder and lemon juice). Mix until well-blended.', 'Add shrimp/prawn to the marinade, and coat well. Set aside.', 'In another large bowl, get the batter ready. Add 1 cup flour, baking soda, white pepper and salt. Mix well. Add water gradually, mixing it with a fork until well-blended. It’s okay if the mixture is a bit stiff.', 'Drain the egg marinade into the batter mixture, leaving the shrimp/prawn behind.', 'Beat the egg marinade into the flour batter with a fork until smooth. Make sure there are no lumps.', 'Now get your frying station ready. In a separate plate or bowl, pour ½ all purpose flour to coat the shrimp/prawn, and place it right besides the stove. In a small saucepan, heat oil.', 'Dip the shrimp/prawn into the batter, and then coat it really well with the dry flour. Spoon the flour over it if you have to, and add more as needed.', 'Once the oil is hot, gradually lower the battered shrimp into saucepan, and fry each side for roughly 1 ½ minute until crispy. Once the oil is piping hot, you can gradually lower the heat as you make your way to the rest of the shrimp/prawn.', 'Line a serving plate or bowl with a paper towel. Once done, place the prepared shrimp/prawn on it to drain.', 'Serve hot with a dipping sauce of your choice.']",10,30,40,8
Pakistani Style Spicy Deep-Fried Shrimp,snacks,"['1 pound ~500 grams jumbo shrimp or prawn  peeled, deveined and thawed']","['In a large bowl, add the beaten egg and all marinade ingredients (cilantro, chili, ginger, garlic, salt, red chili powder and lemon juice). Mix until well-blended.', 'Add shrimp/prawn to the marinade, and coat well. Set aside.', 'In another large bowl, get the batter ready. Add 1 cup flour, baking soda, white pepper and salt. Mix well. Add water gradually, mixing it with a fork until well-blended. It’s okay if the mixture is a bit stiff.', 'Drain the egg marinade into the batter mixture, leaving the shrimp/prawn behind.', 'Beat the egg marinade into the flour batter with a fork until smooth. Make sure there are no lumps.', 'Now get your frying station ready. In a separate plate or bowl, pour ½ all purpose flour to coat the shrimp/prawn, and place it right besides the stove. In a small saucepan, heat oil.', 'Dip the shrimp/prawn into the batter, and then coat it really well with the dry flour. Spoon the flour over it if you have to, and add more as needed.', 'Once the oil is hot, gradually lower the battered shrimp into saucepan, and fry each side for roughly 1 ½ minute until crispy. Once the oil is piping hot, you can gradually lower the heat as you make your way to the rest of the shrimp/prawn.', 'Line a serving plate or bowl with a paper towel. Once done, place the prepared shrimp/prawn on it to drain.', 'Serve hot with a dipping sauce of your choice.']",10,30,40,8
Palak Gosht (Mutton Curry with Spinach),mains,"['1 lb. mutton with bone chopped in small pieces', '1 ½ teaspoon salt or to taste', '4 tablespoon oil (canola/sunflower/vegetable)', '1 medium-sized yellow onion sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 bird’s eye chili diced (optional)', '1 ½ teaspoon cayenne red powder', '2 teaspoon coriander powder', '½ teaspoon turmeric powder', '4 roma tomatoes roughly chopped', '1 lb. leafy spinach roughly diced']","['Rub 1 teaspoon salt on to the mutton pieces. Set aside.', 'Heat oil in a stockpot. When hot, add chopped onions, and fry on medium heat until soft and translucent, about 7-10 minutes.', 'Add crushed ginger and garlic, and fry for roughly 30 seconds.', 'Add green chili (if using) and ground spices, and fry for roughly 1 minute until fragrant. Deglaze the pot with a splash of water if needed.', 'Add diced tomatoes, and the remainder of the salt. Fry tomatoes on high heat until soft, about 5-7 minutes.', 'Add chopped mutton, and continue to fry on high heat for 15-20 minutes.', 'Add roughly 3 cups water (just enough for the meat to be completely submerged) and cover with a tight fitting lid. Bring to simmer, and let the curry cook on medium-low heat for 1 ½ hour.', 'Lift cover and fold in diced spinach. Partially cover the stockpot, and let it simmer for another 30 minutes.', 'Check for salt, and adjust as needed. If there is still excess liquid, remove lid and increase heat to high to boil out some of the water.', 'Serve with roti, plain basmati rice or a vegetarian pulao of your choice.']",20,120,180,4
Palak Gosht (Mutton Curry with Spinach),meat and poultry,"['1 lb. mutton with bone chopped in small pieces', '1 ½ teaspoon salt or to taste', '4 tablespoon oil (canola/sunflower/vegetable)', '1 medium-sized yellow onion sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 bird’s eye chili diced (optional)', '1 ½ teaspoon cayenne red powder', '2 teaspoon coriander powder', '½ teaspoon turmeric powder', '4 roma tomatoes roughly chopped', '1 lb. leafy spinach roughly diced']","['Rub 1 teaspoon salt on to the mutton pieces. Set aside.', 'Heat oil in a stockpot. When hot, add chopped onions, and fry on medium heat until soft and translucent, about 7-10 minutes.', 'Add crushed ginger and garlic, and fry for roughly 30 seconds.', 'Add green chili (if using) and ground spices, and fry for roughly 1 minute until fragrant. Deglaze the pot with a splash of water if needed.', 'Add diced tomatoes, and the remainder of the salt. Fry tomatoes on high heat until soft, about 5-7 minutes.', 'Add chopped mutton, and continue to fry on high heat for 15-20 minutes.', 'Add roughly 3 cups water (just enough for the meat to be completely submerged) and cover with a tight fitting lid. Bring to simmer, and let the curry cook on medium-low heat for 1 ½ hour.', 'Lift cover and fold in diced spinach. Partially cover the stockpot, and let it simmer for another 30 minutes.', 'Check for salt, and adjust as needed. If there is still excess liquid, remove lid and increase heat to high to boil out some of the water.', 'Serve with roti, plain basmati rice or a vegetarian pulao of your choice.']",20,120,180,4
Punjabi Style Chole (Curried Chickpeas),breakfast,"['4 tablespoon oil canola/sunflower/vegetable', '4 cloves garlic crushed', '30 oz canned chickpeas', '2 teaspoon cumin powder', '2 teaspoon coriander powder', '1 teaspoon red chili powder preferably Kashmiri', '3 roma tomatoes crushed', 'Roughly 1-inch tamarind optional', '½ teaspoon black pepper', 'Salt to taste', '1 medium yellow onion crushed', '1 green chili', '½ teaspoon garam masala powder', '2 tablespoon yogurt']","['Heat oil in a saucepan and brown crushed onion on low heat for about 10 minutes. Set aside.', 'Heat oil in a heavy, non-stick saucepan. On low heat, fry garlic for about 30 seconds.', 'When it changes color slightly, add coriander, cumin, and red chili powder.\xa0Stir for a few seconds. Add splash of water to deglaze the pan.', 'Add crushed tomatoes. Bring to a simmer, and stir till the sauce thickens, roughly 3 minutes.', 'Add chickpeas, salt and black pepper. Stir and coat with the spicy tomato mixture for 5 minutes.', 'Meanwhile, add tamarind to 5 cups of warm water. Dissolve tamarind into water with your fingers. Remove seed, and add tamarind-infused water to the saucepan.', ""Bring the masala to a simmer, cover with lid, and lower heat. Let chickpeas cook for 45 minutes to 1 hour, stirring occasionally to make sure the chickpeas don't stick to the pan. Add water as needed.\xa0The longer they cook, the more they will absorb the spices."", 'After 1 hour, remove cover. Check for salt and spice. Adjust as needed.', 'Add crushed onions and green chili. Stir for 5-7 minutes.', 'Add yogurt and garam masala powder. Stir and remove from heat.']",5,60,60,4
Punjabi Style Chole (Curried Chickpeas),lentils,"['4 tablespoon oil canola/sunflower/vegetable', '4 cloves garlic crushed', '30 oz canned chickpeas', '2 teaspoon cumin powder', '2 teaspoon coriander powder', '1 teaspoon red chili powder preferably Kashmiri', '3 roma tomatoes crushed', 'Roughly 1-inch tamarind optional', '½ teaspoon black pepper', 'Salt to taste', '1 medium yellow onion crushed', '1 green chili', '½ teaspoon garam masala powder', '2 tablespoon yogurt']","['Heat oil in a saucepan and brown crushed onion on low heat for about 10 minutes. Set aside.', 'Heat oil in a heavy, non-stick saucepan. On low heat, fry garlic for about 30 seconds.', 'When it changes color slightly, add coriander, cumin, and red chili powder.\xa0Stir for a few seconds. Add splash of water to deglaze the pan.', 'Add crushed tomatoes. Bring to a simmer, and stir till the sauce thickens, roughly 3 minutes.', 'Add chickpeas, salt and black pepper. Stir and coat with the spicy tomato mixture for 5 minutes.', 'Meanwhile, add tamarind to 5 cups of warm water. Dissolve tamarind into water with your fingers. Remove seed, and add tamarind-infused water to the saucepan.', ""Bring the masala to a simmer, cover with lid, and lower heat. Let chickpeas cook for 45 minutes to 1 hour, stirring occasionally to make sure the chickpeas don't stick to the pan. Add water as needed.\xa0The longer they cook, the more they will absorb the spices."", 'After 1 hour, remove cover. Check for salt and spice. Adjust as needed.', 'Add crushed onions and green chili. Stir for 5-7 minutes.', 'Add yogurt and garam masala powder. Stir and remove from heat.']",5,60,60,4
Punjabi Style Chole (Curried Chickpeas),mains,"['4 tablespoon oil canola/sunflower/vegetable', '4 cloves garlic crushed', '30 oz canned chickpeas', '2 teaspoon cumin powder', '2 teaspoon coriander powder', '1 teaspoon red chili powder preferably Kashmiri', '3 roma tomatoes crushed', 'Roughly 1-inch tamarind optional', '½ teaspoon black pepper', 'Salt to taste', '1 medium yellow onion crushed', '1 green chili', '½ teaspoon garam masala powder', '2 tablespoon yogurt']","['Heat oil in a saucepan and brown crushed onion on low heat for about 10 minutes. Set aside.', 'Heat oil in a heavy, non-stick saucepan. On low heat, fry garlic for about 30 seconds.', 'When it changes color slightly, add coriander, cumin, and red chili powder.\xa0Stir for a few seconds. Add splash of water to deglaze the pan.', 'Add crushed tomatoes. Bring to a simmer, and stir till the sauce thickens, roughly 3 minutes.', 'Add chickpeas, salt and black pepper. Stir and coat with the spicy tomato mixture for 5 minutes.', 'Meanwhile, add tamarind to 5 cups of warm water. Dissolve tamarind into water with your fingers. Remove seed, and add tamarind-infused water to the saucepan.', ""Bring the masala to a simmer, cover with lid, and lower heat. Let chickpeas cook for 45 minutes to 1 hour, stirring occasionally to make sure the chickpeas don't stick to the pan. Add water as needed.\xa0The longer they cook, the more they will absorb the spices."", 'After 1 hour, remove cover. Check for salt and spice. Adjust as needed.', 'Add crushed onions and green chili. Stir for 5-7 minutes.', 'Add yogurt and garam masala powder. Stir and remove from heat.']",5,60,60,4
Punjabi Style Chole (Curried Chickpeas),sides,"['4 tablespoon oil canola/sunflower/vegetable', '4 cloves garlic crushed', '30 oz canned chickpeas', '2 teaspoon cumin powder', '2 teaspoon coriander powder', '1 teaspoon red chili powder preferably Kashmiri', '3 roma tomatoes crushed', 'Roughly 1-inch tamarind optional', '½ teaspoon black pepper', 'Salt to taste', '1 medium yellow onion crushed', '1 green chili', '½ teaspoon garam masala powder', '2 tablespoon yogurt']","['Heat oil in a saucepan and brown crushed onion on low heat for about 10 minutes. Set aside.', 'Heat oil in a heavy, non-stick saucepan. On low heat, fry garlic for about 30 seconds.', 'When it changes color slightly, add coriander, cumin, and red chili powder.\xa0Stir for a few seconds. Add splash of water to deglaze the pan.', 'Add crushed tomatoes. Bring to a simmer, and stir till the sauce thickens, roughly 3 minutes.', 'Add chickpeas, salt and black pepper. Stir and coat with the spicy tomato mixture for 5 minutes.', 'Meanwhile, add tamarind to 5 cups of warm water. Dissolve tamarind into water with your fingers. Remove seed, and add tamarind-infused water to the saucepan.', ""Bring the masala to a simmer, cover with lid, and lower heat. Let chickpeas cook for 45 minutes to 1 hour, stirring occasionally to make sure the chickpeas don't stick to the pan. Add water as needed.\xa0The longer they cook, the more they will absorb the spices."", 'After 1 hour, remove cover. Check for salt and spice. Adjust as needed.', 'Add crushed onions and green chili. Stir for 5-7 minutes.', 'Add yogurt and garam masala powder. Stir and remove from heat.']",5,60,60,4
Quick Lobia Masala (White Beans with Tomatoes),lentils,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10,25,35,4
Quick Lobia Masala (White Beans with Tomatoes),mains,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10,25,35,4
Quick Lobia Masala (White Beans with Tomatoes),sides,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10,25,35,4
Quick Lobia Masala (White Beans with Tomatoes),vegetarian mains,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10,25,35,4
Slow Cooker Dum Kay Pasanday (Masala-Rubbed Beef),mains,"['1 teaspoon black peppercorn', '1 ½ teaspoon coriander seeds', '1  teaspoon cumin seeds', '1 teaspoon mustard seeds', '½ teaspoon whole cloves', '½ teaspoon fennel seeds', '4 green cardamom pods', '1 inch cinnamon stick broken into small pieces', '5 dried red chilies']","['Toast spices in a dry skillet on medium-low heat for 3 - 5 minutes, stirring occasionally until mustard seeds begin to pop. Cool completely and then grind into a powder using a spice or coffee grinder.', 'In a large platter, mix the beef, salt, yogurt, lemon juice, ginger and garlic paste and spice mix. Marinate for 2 hours, or more.', 'Heat oil in a large non-stick skillet over medium heat. Add chopped onion and fry until caramelized, about 10 minutes.', 'Add the marinated beef and cook on high heat till the meat is no longer pink, 5-7 minutes.', 'Remove from stove. Place in Crock-Pot or any slow cooker, add 1 cup water. Cook on low heat for 6 hours or high heat for 3 hours. Serve warm.']",10,180,300,6
Slow Cooker Dum Kay Pasanday (Masala-Rubbed Beef),meat and poultry,"['1 teaspoon black peppercorn', '1 ½ teaspoon coriander seeds', '1  teaspoon cumin seeds', '1 teaspoon mustard seeds', '½ teaspoon whole cloves', '½ teaspoon fennel seeds', '4 green cardamom pods', '1 inch cinnamon stick broken into small pieces', '5 dried red chilies']","['Toast spices in a dry skillet on medium-low heat for 3 - 5 minutes, stirring occasionally until mustard seeds begin to pop. Cool completely and then grind into a powder using a spice or coffee grinder.', 'In a large platter, mix the beef, salt, yogurt, lemon juice, ginger and garlic paste and spice mix. Marinate for 2 hours, or more.', 'Heat oil in a large non-stick skillet over medium heat. Add chopped onion and fry until caramelized, about 10 minutes.', 'Add the marinated beef and cook on high heat till the meat is no longer pink, 5-7 minutes.', 'Remove from stove. Place in Crock-Pot or any slow cooker, add 1 cup water. Cook on low heat for 6 hours or high heat for 3 hours. Serve warm.']",10,180,300,6
Spicy Aloo Sabzi (Potato Curry),breakfast,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15,20,35,4
Spicy Aloo Sabzi (Potato Curry),mains,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15,20,35,4
Spicy Aloo Sabzi (Potato Curry),sides,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15,20,35,4
Spicy Aloo Sabzi (Potato Curry),vegetarian mains,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15,20,35,4
Tahri (Rice with Potatoes),bread and rice,"['⅓ cup canola sunflower or vegetable oil', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '½ teaspoon kalonji/nigella seeds', '½ teaspoon turmeric powder', '1 teaspoon red chili powder', '2 medium-sized potatoes diced', '2 cups long-grained rice', '1 ½ teaspoon salt']","['Heat oil in a medium-sized stockpot. Lower heat and add crushed ginger and garlic. Fry for 30 seconds, making sure they don’t burn.', 'Add kalonji, turmeric and red chili powder and fry for about a minute till they stop smelling raw. Deglaze the pot with a splash of water if needed.', 'Increase heat and add potatoes. Add salt. Fry till they are cooked through, about 10 minutes.', 'Add rice and stir it in with the potatoes.', 'Add 4 cups water and bring to a boil. Lower heat to a simmer and let the water boil out, another 10 minutes. Remove from heat.', 'Once the water is boiled out, tightly wrap a lid with a cloth and firmly place on pot. Turn the heat back up and dial to lowest possible point. Let the rice steam for another 10 minutes.', 'Remove from heat, and serve with a curry of your choice, or simply a side of yogurt or chutney.']",5,30,35,4
Tahri (Rice with Potatoes),sides,"['⅓ cup canola sunflower or vegetable oil', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '½ teaspoon kalonji/nigella seeds', '½ teaspoon turmeric powder', '1 teaspoon red chili powder', '2 medium-sized potatoes diced', '2 cups long-grained rice', '1 ½ teaspoon salt']","['Heat oil in a medium-sized stockpot. Lower heat and add crushed ginger and garlic. Fry for 30 seconds, making sure they don’t burn.', 'Add kalonji, turmeric and red chili powder and fry for about a minute till they stop smelling raw. Deglaze the pot with a splash of water if needed.', 'Increase heat and add potatoes. Add salt. Fry till they are cooked through, about 10 minutes.', 'Add rice and stir it in with the potatoes.', 'Add 4 cups water and bring to a boil. Lower heat to a simmer and let the water boil out, another 10 minutes. Remove from heat.', 'Once the water is boiled out, tightly wrap a lid with a cloth and firmly place on pot. Turn the heat back up and dial to lowest possible point. Let the rice steam for another 10 minutes.', 'Remove from heat, and serve with a curry of your choice, or simply a side of yogurt or chutney.']",5,30,35,4
Urad Dal or Mash Ki Dal (Instant Pot and Stove Top),lentils,"['1 cup urad dal preferably soaked for at least 1 hour', '1 teaspoon salt or to taste', '12 peppercorns', '4 dried red chilies', '½ teaspoon red chili flakes', '1 ½ teaspoon crushed ginger', '1 ½ teaspoon crushed garlic']","['Add all ingredients up until the tadka to a saucepan, and 2 ½ cups water. Bring to boil, and lower to simmer.', 'Let the dal cook uncovered for 25-30 minutes until the water has mostly boiled out, and the dal is fully cooked but still retains some moisture. Place in serving bowl.']",5,35,40,4
Urad Dal or Mash Ki Dal (Instant Pot and Stove Top),sides,"['1 cup urad dal preferably soaked for at least 1 hour', '1 teaspoon salt or to taste', '12 peppercorns', '4 dried red chilies', '½ teaspoon red chili flakes', '1 ½ teaspoon crushed ginger', '1 ½ teaspoon crushed garlic']","['Add all ingredients up until the tadka to a saucepan, and 2 ½ cups water. Bring to boil, and lower to simmer.', 'Let the dal cook uncovered for 25-30 minutes until the water has mostly boiled out, and the dal is fully cooked but still retains some moisture. Place in serving bowl.']",5,35,40,4
Zeera Biscuits (Cumin Biscuits),snacks,"['100 grams or 3 ½ oz a little less than 1 stick unsalted butter', '3 tablespoon sugar', '1 egg beaten', '1 teaspoon cumin seeds lightly roasted', '1 ¼ cup all-purpose flour', '½ teaspoon baking powder', 'Salt to taste']","['Whisk butter and sugar in a large bowl with an electric beater or stand mixer on high speed until fluffy (about 5-7 minutes).', 'Add beaten egg and briefly whisk until well-mixed.', 'Pour in dry ingredients (cumin seeds, flour, baking powder and salt),  and mix well with hand to form dough.', 'Rest in fridge for 40 minutes.', 'Pre-heat oven to 350°F.', 'Line baking sheet with parchment paper.', 'Take dough and place on a well-floured surface. With a rolling pin, roll out dough until about ⅕-inch thin. Dust with flour if dough is too sticky.', 'Once flat, cut biscuits with a round cutter (I just used a jar lid) and move to baking sheet.', 'Place on center rack in oven and bake for 15 minutes.', 'Remove from oven and let it cool on wire rack before serving with tea.']",60,15,60,16
Zeera Biscuits (Cumin Biscuits),sweets,"['100 grams or 3 ½ oz a little less than 1 stick unsalted butter', '3 tablespoon sugar', '1 egg beaten', '1 teaspoon cumin seeds lightly roasted', '1 ¼ cup all-purpose flour', '½ teaspoon baking powder', 'Salt to taste']","['Whisk butter and sugar in a large bowl with an electric beater or stand mixer on high speed until fluffy (about 5-7 minutes).', 'Add beaten egg and briefly whisk until well-mixed.', 'Pour in dry ingredients (cumin seeds, flour, baking powder and salt),  and mix well with hand to form dough.', 'Rest in fridge for 40 minutes.', 'Pre-heat oven to 350°F.', 'Line baking sheet with parchment paper.', 'Take dough and place on a well-floured surface. With a rolling pin, roll out dough until about ⅕-inch thin. Dust with flour if dough is too sticky.', 'Once flat, cut biscuits with a round cutter (I just used a jar lid) and move to baking sheet.', 'Place on center rack in oven and bake for 15 minutes.', 'Remove from oven and let it cool on wire rack before serving with tea.']",60,15,60,16
